model,run_id,speaker_id,dialect,text,construct,guise,rating
qwen2.5,4,JNN_013,JNN,动物会随季节变化换毛,Ability,CMN,5.333333333333333
qwen2.5,4,JNN_013,JNN,动物会随季节变化换毛,Ability,DIA,5.333333333333333
qwen2.5,4,JNN_013,JNN,动物会随季节变化换毛,Trust,CMN,6.0
qwen2.5,4,JNN_013,JNN,动物会随季节变化换毛,Trust,DIA,6.0
qwen2.5,4,JNN_013,JNN,动物会随季节变化换毛,Warmth,CMN,6.0
qwen2.5,4,JNN_013,JNN,动物会随季节变化换毛,Warmth,DIA,6.0
qwen2.5,4,JNN_013,JNN,有一只鹰在天上飞,Ability,CMN,4.333333333333333
qwen2.5,4,JNN_013,JNN,有一只鹰在天上飞,Ability,DIA,4.333333333333333
qwen2.5,4,JNN_013,JNN,有一只鹰在天上飞,Trust,CMN,5.0
qwen2.5,4,JNN_013,JNN,有一只鹰在天上飞,Trust,DIA,5.0
qwen2.5,4,JNN_013,JNN,有一只鹰在天上飞,Warmth,CMN,5.0
qwen2.5,4,JNN_013,JNN,有一只鹰在天上飞,Warmth,DIA,5.333333333333333
qwen2.5,4,JNN_013,JNN,病人需要及时治疗,Ability,CMN,5.333333333333333
qwen2.5,4,JNN_013,JNN,病人需要及时治疗,Ability,DIA,5.333333333333333
qwen2.5,4,JNN_013,JNN,病人需要及时治疗,Trust,CMN,6.0
qwen2.5,4,JNN_013,JNN,病人需要及时治疗,Trust,DIA,6.0
qwen2.5,4,JNN_013,JNN,病人需要及时治疗,Warmth,CMN,6.0
qwen2.5,4,JNN_013,JNN,病人需要及时治疗,Warmth,DIA,6.0
qwen2.5,4,JNN_013,JNN,这本书印制精良,Ability,CMN,6.0
qwen2.5,4,JNN_013,JNN,这本书印制精良,Ability,DIA,4.666666666666667
qwen2.5,4,JNN_013,JNN,这本书印制精良,Trust,CMN,6.0
qwen2.5,4,JNN_013,JNN,这本书印制精良,Trust,DIA,6.0
qwen2.5,4,JNN_013,JNN,这本书印制精良,Warmth,CMN,6.0
qwen2.5,4,JNN_013,JNN,这本书印制精良,Warmth,DIA,6.0
qwen2.5,4,JNN_013,JNN,锅里的包子熟了,Ability,CMN,5.666666666666667
qwen2.5,4,JNN_013,JNN,锅里的包子熟了,Ability,DIA,4.666666666666667
qwen2.5,4,JNN_013,JNN,锅里的包子熟了,Trust,CMN,6.0
qwen2.5,4,JNN_013,JNN,锅里的包子熟了,Trust,DIA,6.0
qwen2.5,4,JNN_013,JNN,锅里的包子熟了,Warmth,CMN,6.0
qwen2.5,4,JNN_013,JNN,锅里的包子熟了,Warmth,DIA,6.0
qwen2.5,4,JNN_013,JNN,阴天出门要带雨伞,Ability,CMN,5.0
qwen2.5,4,JNN_013,JNN,阴天出门要带雨伞,Ability,DIA,5.666666666666667
qwen2.5,4,JNN_013,JNN,阴天出门要带雨伞,Trust,CMN,5.0
qwen2.5,4,JNN_013,JNN,阴天出门要带雨伞,Trust,DIA,6.0
qwen2.5,4,JNN_013,JNN,阴天出门要带雨伞,Warmth,CMN,5.0
qwen2.5,4,JNN_013,JNN,阴天出门要带雨伞,Warmth,DIA,6.0
qwen2.5,4,JNN_013,JNN,面条在锅里煮着,Ability,CMN,5.333333333333333
qwen2.5,4,JNN_013,JNN,面条在锅里煮着,Ability,DIA,5.333333333333333
qwen2.5,4,JNN_013,JNN,面条在锅里煮着,Trust,CMN,6.0
qwen2.5,4,JNN_013,JNN,面条在锅里煮着,Trust,DIA,6.0
qwen2.5,4,JNN_013,JNN,面条在锅里煮着,Warmth,CMN,5.333333333333333
qwen2.5,4,JNN_013,JNN,面条在锅里煮着,Warmth,DIA,6.0
qwen2.5,4,JNN_019,JNN,儿童需要悉心抚养,Ability,CMN,5.666666666666667
qwen2.5,4,JNN_019,JNN,儿童需要悉心抚养,Ability,DIA,5.333333333333333
qwen2.5,4,JNN_019,JNN,儿童需要悉心抚养,Trust,CMN,6.0
qwen2.5,4,JNN_019,JNN,儿童需要悉心抚养,Trust,DIA,6.0
qwen2.5,4,JNN_019,JNN,儿童需要悉心抚养,Warmth,CMN,6.0
qwen2.5,4,JNN_019,JNN,儿童需要悉心抚养,Warmth,DIA,6.0
qwen2.5,4,JNN_019,JNN,农民在山坡上种了树,Ability,CMN,4.0
qwen2.5,4,JNN_019,JNN,农民在山坡上种了树,Ability,DIA,4.333333333333333
qwen2.5,4,JNN_019,JNN,农民在山坡上种了树,Trust,CMN,6.0
qwen2.5,4,JNN_019,JNN,农民在山坡上种了树,Trust,DIA,5.0
qwen2.5,4,JNN_019,JNN,农民在山坡上种了树,Warmth,CMN,6.0
qwen2.5,4,JNN_019,JNN,农民在山坡上种了树,Warmth,DIA,5.666666666666667
qwen2.5,4,JNN_019,JNN,动物会随季节变化换毛,Ability,CMN,5.333333333333333
qwen2.5,4,JNN_019,JNN,动物会随季节变化换毛,Ability,DIA,5.0
qwen2.5,4,JNN_019,JNN,动物会随季节变化换毛,Trust,CMN,6.0
qwen2.5,4,JNN_019,JNN,动物会随季节变化换毛,Trust,DIA,5.0
qwen2.5,4,JNN_019,JNN,动物会随季节变化换毛,Warmth,CMN,6.0
qwen2.5,4,JNN_019,JNN,动物会随季节变化换毛,Warmth,DIA,5.0
qwen2.5,4,JNN_019,JNN,有一只鹰在天上飞,Ability,CMN,4.333333333333333
qwen2.5,4,JNN_019,JNN,有一只鹰在天上飞,Ability,DIA,4.333333333333333
qwen2.5,4,JNN_019,JNN,有一只鹰在天上飞,Trust,CMN,5.0
qwen2.5,4,JNN_019,JNN,有一只鹰在天上飞,Trust,DIA,6.0
qwen2.5,4,JNN_019,JNN,有一只鹰在天上飞,Warmth,CMN,5.0
qwen2.5,4,JNN_019,JNN,有一只鹰在天上飞,Warmth,DIA,6.0
qwen2.5,4,JNN_019,JNN,病人需要及时治疗,Ability,CMN,5.333333333333333
qwen2.5,4,JNN_019,JNN,病人需要及时治疗,Ability,DIA,4.666666666666667
qwen2.5,4,JNN_019,JNN,病人需要及时治疗,Trust,CMN,6.0
qwen2.5,4,JNN_019,JNN,病人需要及时治疗,Trust,DIA,6.0
qwen2.5,4,JNN_019,JNN,病人需要及时治疗,Warmth,CMN,5.666666666666667
qwen2.5,4,JNN_019,JNN,病人需要及时治疗,Warmth,DIA,6.0
qwen2.5,4,JNN_019,JNN,这本书印制精良,Ability,CMN,5.666666666666667
qwen2.5,4,JNN_019,JNN,这本书印制精良,Ability,DIA,6.0
qwen2.5,4,JNN_019,JNN,这本书印制精良,Trust,CMN,6.0
qwen2.5,4,JNN_019,JNN,这本书印制精良,Trust,DIA,6.0
qwen2.5,4,JNN_019,JNN,这本书印制精良,Warmth,CMN,6.0
qwen2.5,4,JNN_019,JNN,这本书印制精良,Warmth,DIA,6.0
qwen2.5,4,JNN_019,JNN,锅里的包子熟了,Ability,CMN,5.333333333333333
qwen2.5,4,JNN_019,JNN,锅里的包子熟了,Ability,DIA,4.0
qwen2.5,4,JNN_019,JNN,锅里的包子熟了,Trust,CMN,6.0
qwen2.5,4,JNN_019,JNN,锅里的包子熟了,Trust,DIA,6.0
qwen2.5,4,JNN_019,JNN,锅里的包子熟了,Warmth,CMN,6.0
qwen2.5,4,JNN_019,JNN,锅里的包子熟了,Warmth,DIA,6.0
qwen2.5,4,JNN_019,JNN,阴天出门要带雨伞,Ability,CMN,5.666666666666667
qwen2.5,4,JNN_019,JNN,阴天出门要带雨伞,Ability,DIA,5.666666666666667
qwen2.5,4,JNN_019,JNN,阴天出门要带雨伞,Trust,CMN,6.0
qwen2.5,4,JNN_019,JNN,阴天出门要带雨伞,Trust,DIA,6.0
qwen2.5,4,JNN_019,JNN,阴天出门要带雨伞,Warmth,CMN,6.0
qwen2.5,4,JNN_019,JNN,阴天出门要带雨伞,Warmth,DIA,6.0
qwen2.5,4,JNN_019,JNN,面条在锅里煮着,Ability,CMN,5.333333333333333
qwen2.5,4,JNN_019,JNN,面条在锅里煮着,Ability,DIA,4.666666666666667
qwen2.5,4,JNN_019,JNN,面条在锅里煮着,Trust,CMN,6.0
qwen2.5,4,JNN_019,JNN,面条在锅里煮着,Trust,DIA,6.0
qwen2.5,4,JNN_019,JNN,面条在锅里煮着,Warmth,CMN,6.0
qwen2.5,4,JNN_019,JNN,面条在锅里煮着,Warmth,DIA,6.0
qwen2.5,4,TYN_001,TYN,儿童需要悉心抚养,Ability,CMN,5.666666666666667
qwen2.5,4,TYN_001,TYN,儿童需要悉心抚养,Ability,DIA,5.333333333333333
qwen2.5,4,TYN_001,TYN,儿童需要悉心抚养,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,儿童需要悉心抚养,Trust,DIA,6.0
qwen2.5,4,TYN_001,TYN,儿童需要悉心抚养,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,儿童需要悉心抚养,Warmth,DIA,6.0
qwen2.5,4,TYN_001,TYN,农民在山坡上种了树,Ability,CMN,6.0
qwen2.5,4,TYN_001,TYN,农民在山坡上种了树,Ability,DIA,3.6666666666666665
qwen2.5,4,TYN_001,TYN,农民在山坡上种了树,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,农民在山坡上种了树,Trust,DIA,6.0
qwen2.5,4,TYN_001,TYN,农民在山坡上种了树,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,农民在山坡上种了树,Warmth,DIA,6.0
qwen2.5,4,TYN_001,TYN,动物会随季节变化换毛,Ability,CMN,5.333333333333333
qwen2.5,4,TYN_001,TYN,动物会随季节变化换毛,Ability,DIA,5.333333333333333
qwen2.5,4,TYN_001,TYN,动物会随季节变化换毛,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,动物会随季节变化换毛,Trust,DIA,6.0
qwen2.5,4,TYN_001,TYN,动物会随季节变化换毛,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,动物会随季节变化换毛,Warmth,DIA,6.0
qwen2.5,4,TYN_001,TYN,有一只鹰在天上飞,Ability,CMN,5.333333333333333
qwen2.5,4,TYN_001,TYN,有一只鹰在天上飞,Ability,DIA,5.0
qwen2.5,4,TYN_001,TYN,有一只鹰在天上飞,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,有一只鹰在天上飞,Trust,DIA,6.0
qwen2.5,4,TYN_001,TYN,有一只鹰在天上飞,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,有一只鹰在天上飞,Warmth,DIA,6.0
qwen2.5,4,TYN_001,TYN,病人需要及时治疗,Ability,CMN,4.333333333333333
qwen2.5,4,TYN_001,TYN,病人需要及时治疗,Ability,DIA,5.333333333333333
qwen2.5,4,TYN_001,TYN,病人需要及时治疗,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,病人需要及时治疗,Trust,DIA,6.0
qwen2.5,4,TYN_001,TYN,病人需要及时治疗,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,病人需要及时治疗,Warmth,DIA,6.0
qwen2.5,4,TYN_001,TYN,这本书印制精良,Ability,CMN,5.666666666666667
qwen2.5,4,TYN_001,TYN,这本书印制精良,Ability,DIA,5.0
qwen2.5,4,TYN_001,TYN,这本书印制精良,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,这本书印制精良,Trust,DIA,6.0
qwen2.5,4,TYN_001,TYN,这本书印制精良,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,这本书印制精良,Warmth,DIA,5.0
qwen2.5,4,TYN_001,TYN,锅里的包子熟了,Ability,CMN,5.333333333333333
qwen2.5,4,TYN_001,TYN,锅里的包子熟了,Ability,DIA,5.0
qwen2.5,4,TYN_001,TYN,锅里的包子熟了,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,锅里的包子熟了,Trust,DIA,6.0
qwen2.5,4,TYN_001,TYN,锅里的包子熟了,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,锅里的包子熟了,Warmth,DIA,6.0
qwen2.5,4,TYN_001,TYN,阴天出门要带雨伞,Ability,CMN,5.333333333333333
qwen2.5,4,TYN_001,TYN,阴天出门要带雨伞,Ability,DIA,5.333333333333333
qwen2.5,4,TYN_001,TYN,阴天出门要带雨伞,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,阴天出门要带雨伞,Trust,DIA,6.0
qwen2.5,4,TYN_001,TYN,阴天出门要带雨伞,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,阴天出门要带雨伞,Warmth,DIA,6.0
qwen2.5,4,TYN_001,TYN,面条在锅里煮着,Ability,CMN,5.666666666666667
qwen2.5,4,TYN_001,TYN,面条在锅里煮着,Ability,DIA,3.6666666666666665
qwen2.5,4,TYN_001,TYN,面条在锅里煮着,Trust,CMN,6.0
qwen2.5,4,TYN_001,TYN,面条在锅里煮着,Trust,DIA,3.0
qwen2.5,4,TYN_001,TYN,面条在锅里煮着,Warmth,CMN,6.0
qwen2.5,4,TYN_001,TYN,面条在锅里煮着,Warmth,DIA,4.333333333333333
qwen2.5,4,TYN_036,TYN,儿童需要悉心抚养,Ability,CMN,5.666666666666667
qwen2.5,4,TYN_036,TYN,儿童需要悉心抚养,Ability,DIA,4.0
qwen2.5,4,TYN_036,TYN,儿童需要悉心抚养,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,儿童需要悉心抚养,Trust,DIA,6.0
qwen2.5,4,TYN_036,TYN,儿童需要悉心抚养,Warmth,CMN,6.0
qwen2.5,4,TYN_036,TYN,儿童需要悉心抚养,Warmth,DIA,6.0
qwen2.5,4,TYN_036,TYN,农民在山坡上种了树,Ability,CMN,4.666666666666667
qwen2.5,4,TYN_036,TYN,农民在山坡上种了树,Ability,DIA,4.0
qwen2.5,4,TYN_036,TYN,农民在山坡上种了树,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,农民在山坡上种了树,Trust,DIA,5.0
qwen2.5,4,TYN_036,TYN,农民在山坡上种了树,Warmth,CMN,5.666666666666667
qwen2.5,4,TYN_036,TYN,农民在山坡上种了树,Warmth,DIA,5.0
qwen2.5,4,TYN_036,TYN,动物会随季节变化换毛,Ability,CMN,5.0
qwen2.5,4,TYN_036,TYN,动物会随季节变化换毛,Ability,DIA,5.333333333333333
qwen2.5,4,TYN_036,TYN,动物会随季节变化换毛,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,动物会随季节变化换毛,Trust,DIA,6.0
qwen2.5,4,TYN_036,TYN,动物会随季节变化换毛,Warmth,CMN,6.0
qwen2.5,4,TYN_036,TYN,动物会随季节变化换毛,Warmth,DIA,6.0
qwen2.5,4,TYN_036,TYN,有一只鹰在天上飞,Ability,CMN,4.0
qwen2.5,4,TYN_036,TYN,有一只鹰在天上飞,Ability,DIA,5.333333333333333
qwen2.5,4,TYN_036,TYN,有一只鹰在天上飞,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,有一只鹰在天上飞,Trust,DIA,5.0
qwen2.5,4,TYN_036,TYN,有一只鹰在天上飞,Warmth,CMN,6.0
qwen2.5,4,TYN_036,TYN,有一只鹰在天上飞,Warmth,DIA,6.0
qwen2.5,4,TYN_036,TYN,病人需要及时治疗,Ability,CMN,5.333333333333333
qwen2.5,4,TYN_036,TYN,病人需要及时治疗,Ability,DIA,4.0
qwen2.5,4,TYN_036,TYN,病人需要及时治疗,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,病人需要及时治疗,Trust,DIA,6.0
qwen2.5,4,TYN_036,TYN,病人需要及时治疗,Warmth,CMN,6.0
qwen2.5,4,TYN_036,TYN,病人需要及时治疗,Warmth,DIA,6.0
qwen2.5,4,TYN_036,TYN,这本书印制精良,Ability,CMN,5.666666666666667
qwen2.5,4,TYN_036,TYN,这本书印制精良,Ability,DIA,4.333333333333333
qwen2.5,4,TYN_036,TYN,这本书印制精良,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,这本书印制精良,Trust,DIA,6.0
qwen2.5,4,TYN_036,TYN,这本书印制精良,Warmth,CMN,6.0
qwen2.5,4,TYN_036,TYN,这本书印制精良,Warmth,DIA,6.0
qwen2.5,4,TYN_036,TYN,锅里的包子熟了,Ability,CMN,5.333333333333333
qwen2.5,4,TYN_036,TYN,锅里的包子熟了,Ability,DIA,5.0
qwen2.5,4,TYN_036,TYN,锅里的包子熟了,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,锅里的包子熟了,Trust,DIA,6.0
qwen2.5,4,TYN_036,TYN,锅里的包子熟了,Warmth,CMN,6.0
qwen2.5,4,TYN_036,TYN,锅里的包子熟了,Warmth,DIA,6.0
qwen2.5,4,TYN_036,TYN,阴天出门要带雨伞,Ability,CMN,5.666666666666667
qwen2.5,4,TYN_036,TYN,阴天出门要带雨伞,Ability,DIA,5.666666666666667
qwen2.5,4,TYN_036,TYN,阴天出门要带雨伞,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,阴天出门要带雨伞,Trust,DIA,6.0
qwen2.5,4,TYN_036,TYN,阴天出门要带雨伞,Warmth,CMN,6.0
qwen2.5,4,TYN_036,TYN,阴天出门要带雨伞,Warmth,DIA,6.0
qwen2.5,4,TYN_036,TYN,面条在锅里煮着,Ability,CMN,6.0
qwen2.5,4,TYN_036,TYN,面条在锅里煮着,Ability,DIA,4.666666666666667
qwen2.5,4,TYN_036,TYN,面条在锅里煮着,Trust,CMN,6.0
qwen2.5,4,TYN_036,TYN,面条在锅里煮着,Trust,DIA,6.0
qwen2.5,4,TYN_036,TYN,面条在锅里煮着,Warmth,CMN,6.0
qwen2.5,4,TYN_036,TYN,面条在锅里煮着,Warmth,DIA,6.0
qwen2.5,4,WHN_003,WHN,儿童需要悉心抚养,Ability,CMN,5.333333333333333
qwen2.5,4,WHN_003,WHN,儿童需要悉心抚养,Ability,DIA,4.666666666666667
qwen2.5,4,WHN_003,WHN,儿童需要悉心抚养,Trust,CMN,6.0
qwen2.5,4,WHN_003,WHN,儿童需要悉心抚养,Trust,DIA,6.0
qwen2.5,4,WHN_003,WHN,儿童需要悉心抚养,Warmth,CMN,6.0
qwen2.5,4,WHN_003,WHN,儿童需要悉心抚养,Warmth,DIA,6.0
qwen2.5,4,WHN_003,WHN,农民在山坡上种了树,Ability,CMN,4.333333333333333
qwen2.5,4,WHN_003,WHN,农民在山坡上种了树,Ability,DIA,5.0
qwen2.5,4,WHN_003,WHN,农民在山坡上种了树,Trust,CMN,6.0
qwen2.5,4,WHN_003,WHN,农民在山坡上种了树,Trust,DIA,6.0
qwen2.5,4,WHN_003,WHN,农民在山坡上种了树,Warmth,CMN,6.0
qwen2.5,4,WHN_003,WHN,农民在山坡上种了树,Warmth,DIA,6.0
qwen2.5,4,WHN_003,WHN,动物会随季节变化换毛,Ability,CMN,5.666666666666667
qwen2.5,4,WHN_003,WHN,动物会随季节变化换毛,Ability,DIA,4.666666666666667
qwen2.5,4,WHN_003,WHN,动物会随季节变化换毛,Trust,CMN,6.0
qwen2.5,4,WHN_003,WHN,动物会随季节变化换毛,Trust,DIA,6.0
qwen2.5,4,WHN_003,WHN,动物会随季节变化换毛,Warmth,CMN,6.0
qwen2.5,4,WHN_003,WHN,动物会随季节变化换毛,Warmth,DIA,6.0
qwen2.5,4,WHN_003,WHN,有一只鹰在天上飞,Ability,CMN,4.666666666666667
qwen2.5,4,WHN_003,WHN,有一只鹰在天上飞,Ability,DIA,5.0
qwen2.5,4,WHN_003,WHN,有一只鹰在天上飞,Trust,CMN,6.0
qwen2.5,4,WHN_003,WHN,有一只鹰在天上飞,Trust,DIA,5.0
qwen2.5,4,WHN_003,WHN,有一只鹰在天上飞,Warmth,CMN,6.0
qwen2.5,4,WHN_003,WHN,有一只鹰在天上飞,Warmth,DIA,5.0
qwen2.5,4,WHN_003,WHN,病人需要及时治疗,Ability,CMN,5.333333333333333
qwen2.5,4,WHN_003,WHN,病人需要及时治疗,Ability,DIA,5.0
qwen2.5,4,WHN_003,WHN,病人需要及时治疗,Trust,CMN,6.0
qwen2.5,4,WHN_003,WHN,病人需要及时治疗,Trust,DIA,6.0
qwen2.5,4,WHN_003,WHN,病人需要及时治疗,Warmth,CMN,6.0
qwen2.5,4,WHN_003,WHN,病人需要及时治疗,Warmth,DIA,6.0
qwen2.5,4,WHN_003,WHN,这本书印制精良,Ability,CMN,5.0
qwen2.5,4,WHN_003,WHN,这本书印制精良,Ability,DIA,6.0
qwen2.5,4,WHN_003,WHN,这本书印制精良,Trust,CMN,5.0
qwen2.5,4,WHN_003,WHN,这本书印制精良,Trust,DIA,6.0
qwen2.5,4,WHN_003,WHN,这本书印制精良,Warmth,CMN,5.0
qwen2.5,4,WHN_003,WHN,这本书印制精良,Warmth,DIA,6.0
qwen2.5,4,WHN_003,WHN,锅里的包子熟了,Ability,CMN,5.666666666666667
qwen2.5,4,WHN_003,WHN,锅里的包子熟了,Ability,DIA,4.666666666666667
qwen2.5,4,WHN_003,WHN,锅里的包子熟了,Trust,CMN,6.0
qwen2.5,4,WHN_003,WHN,锅里的包子熟了,Trust,DIA,6.0
qwen2.5,4,WHN_003,WHN,锅里的包子熟了,Warmth,CMN,6.0
qwen2.5,4,WHN_003,WHN,锅里的包子熟了,Warmth,DIA,6.0
qwen2.5,4,WHN_003,WHN,阴天出门要带雨伞,Ability,CMN,5.666666666666667
qwen2.5,4,WHN_003,WHN,阴天出门要带雨伞,Ability,DIA,5.333333333333333
qwen2.5,4,WHN_003,WHN,阴天出门要带雨伞,Trust,CMN,6.0
qwen2.5,4,WHN_003,WHN,阴天出门要带雨伞,Trust,DIA,6.0
qwen2.5,4,WHN_003,WHN,阴天出门要带雨伞,Warmth,CMN,6.0
qwen2.5,4,WHN_003,WHN,阴天出门要带雨伞,Warmth,DIA,6.0
qwen2.5,4,WHN_003,WHN,面条在锅里煮着,Ability,CMN,5.333333333333333
qwen2.5,4,WHN_003,WHN,面条在锅里煮着,Ability,DIA,4.666666666666667
qwen2.5,4,WHN_003,WHN,面条在锅里煮着,Trust,CMN,6.0
qwen2.5,4,WHN_003,WHN,面条在锅里煮着,Trust,DIA,6.0
qwen2.5,4,WHN_003,WHN,面条在锅里煮着,Warmth,CMN,6.0
qwen2.5,4,WHN_003,WHN,面条在锅里煮着,Warmth,DIA,6.0
qwen2.5,4,WHN_010,WHN,儿童需要悉心抚养,Ability,CMN,5.333333333333333
qwen2.5,4,WHN_010,WHN,儿童需要悉心抚养,Ability,DIA,4.666666666666667
qwen2.5,4,WHN_010,WHN,儿童需要悉心抚养,Trust,CMN,6.0
qwen2.5,4,WHN_010,WHN,儿童需要悉心抚养,Trust,DIA,6.0
qwen2.5,4,WHN_010,WHN,儿童需要悉心抚养,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,儿童需要悉心抚养,Warmth,DIA,6.0
qwen2.5,4,WHN_010,WHN,农民在山坡上种了树,Ability,CMN,4.666666666666667
qwen2.5,4,WHN_010,WHN,农民在山坡上种了树,Ability,DIA,4.666666666666667
qwen2.5,4,WHN_010,WHN,农民在山坡上种了树,Trust,CMN,5.0
qwen2.5,4,WHN_010,WHN,农民在山坡上种了树,Trust,DIA,6.0
qwen2.5,4,WHN_010,WHN,农民在山坡上种了树,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,农民在山坡上种了树,Warmth,DIA,6.0
qwen2.5,4,WHN_010,WHN,动物会随季节变化换毛,Ability,CMN,5.333333333333333
qwen2.5,4,WHN_010,WHN,动物会随季节变化换毛,Ability,DIA,4.0
qwen2.5,4,WHN_010,WHN,动物会随季节变化换毛,Trust,CMN,6.0
qwen2.5,4,WHN_010,WHN,动物会随季节变化换毛,Trust,DIA,6.0
qwen2.5,4,WHN_010,WHN,动物会随季节变化换毛,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,动物会随季节变化换毛,Warmth,DIA,6.0
qwen2.5,4,WHN_010,WHN,有一只鹰在天上飞,Ability,CMN,4.333333333333333
qwen2.5,4,WHN_010,WHN,有一只鹰在天上飞,Ability,DIA,3.6666666666666665
qwen2.5,4,WHN_010,WHN,有一只鹰在天上飞,Trust,CMN,5.0
qwen2.5,4,WHN_010,WHN,有一只鹰在天上飞,Trust,DIA,5.0
qwen2.5,4,WHN_010,WHN,有一只鹰在天上飞,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,有一只鹰在天上飞,Warmth,DIA,5.0
qwen2.5,4,WHN_010,WHN,病人需要及时治疗,Ability,CMN,5.333333333333333
qwen2.5,4,WHN_010,WHN,病人需要及时治疗,Ability,DIA,5.333333333333333
qwen2.5,4,WHN_010,WHN,病人需要及时治疗,Trust,CMN,6.0
qwen2.5,4,WHN_010,WHN,病人需要及时治疗,Trust,DIA,6.0
qwen2.5,4,WHN_010,WHN,病人需要及时治疗,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,病人需要及时治疗,Warmth,DIA,6.0
qwen2.5,4,WHN_010,WHN,这本书印制精良,Ability,CMN,6.0
qwen2.5,4,WHN_010,WHN,这本书印制精良,Ability,DIA,5.333333333333333
qwen2.5,4,WHN_010,WHN,这本书印制精良,Trust,CMN,6.0
qwen2.5,4,WHN_010,WHN,这本书印制精良,Trust,DIA,6.0
qwen2.5,4,WHN_010,WHN,这本书印制精良,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,这本书印制精良,Warmth,DIA,6.0
qwen2.5,4,WHN_010,WHN,锅里的包子熟了,Ability,CMN,5.666666666666667
qwen2.5,4,WHN_010,WHN,锅里的包子熟了,Ability,DIA,5.333333333333333
qwen2.5,4,WHN_010,WHN,锅里的包子熟了,Trust,CMN,6.0
qwen2.5,4,WHN_010,WHN,锅里的包子熟了,Trust,DIA,6.0
qwen2.5,4,WHN_010,WHN,锅里的包子熟了,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,锅里的包子熟了,Warmth,DIA,6.0
qwen2.5,4,WHN_010,WHN,阴天出门要带雨伞,Ability,CMN,5.333333333333333
qwen2.5,4,WHN_010,WHN,阴天出门要带雨伞,Ability,DIA,5.333333333333333
qwen2.5,4,WHN_010,WHN,阴天出门要带雨伞,Trust,CMN,6.0
qwen2.5,4,WHN_010,WHN,阴天出门要带雨伞,Trust,DIA,6.0
qwen2.5,4,WHN_010,WHN,阴天出门要带雨伞,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,阴天出门要带雨伞,Warmth,DIA,6.0
qwen2.5,4,WHN_010,WHN,面条在锅里煮着,Ability,CMN,5.333333333333333
qwen2.5,4,WHN_010,WHN,面条在锅里煮着,Ability,DIA,5.666666666666667
qwen2.5,4,WHN_010,WHN,面条在锅里煮着,Trust,CMN,6.0
qwen2.5,4,WHN_010,WHN,面条在锅里煮着,Trust,DIA,6.0
qwen2.5,4,WHN_010,WHN,面条在锅里煮着,Warmth,CMN,6.0
qwen2.5,4,WHN_010,WHN,面条在锅里煮着,Warmth,DIA,6.0
qwen2.5,4,XIA_020,XIA,儿童需要悉心抚养,Ability,CMN,5.666666666666667
qwen2.5,4,XIA_020,XIA,儿童需要悉心抚养,Ability,DIA,5.333333333333333
qwen2.5,4,XIA_020,XIA,儿童需要悉心抚养,Trust,CMN,6.0
qwen2.5,4,XIA_020,XIA,儿童需要悉心抚养,Trust,DIA,6.0
qwen2.5,4,XIA_020,XIA,儿童需要悉心抚养,Warmth,CMN,6.0
qwen2.5,4,XIA_020,XIA,儿童需要悉心抚养,Warmth,DIA,6.0
qwen2.5,4,XIA_020,XIA,农民在山坡上种了树,Ability,CMN,5.0
qwen2.5,4,XIA_020,XIA,农民在山坡上种了树,Ability,DIA,3.6666666666666665
qwen2.5,4,XIA_020,XIA,农民在山坡上种了树,Trust,CMN,5.0
qwen2.5,4,XIA_020,XIA,农民在山坡上种了树,Trust,DIA,5.0
qwen2.5,4,XIA_020,XIA,农民在山坡上种了树,Warmth,CMN,5.0
